"","date","value","Reference area","color","color2"
"1",1980-01-02,0.877122,"Germany","#000000","#DD0000"
"2",1980-01-03,0.872008,"Germany","#000000","#DD0000"
"3",1980-01-04,0.876457,"Germany","#000000","#DD0000"
"4",1980-01-07,0.875231,"Germany","#000000","#DD0000"
"5",1980-01-08,0.879015,"Germany","#000000","#DD0000"
"6",1980-01-09,0.876047,"Germany","#000000","#DD0000"
"7",1980-01-10,0.876867,"Germany","#000000","#DD0000"
"8",1980-01-11,0.878654,"Germany","#000000","#DD0000"
"9",1980-01-14,0.878298,"Germany","#000000","#DD0000"
"10",1980-01-15,0.87891,"Germany","#000000","#DD0000"
"11",1980-01-16,0.884534,"Germany","#000000","#DD0000"
"12",1980-01-17,0.88172,"Germany","#000000","#DD0000"
"13",1980-01-18,0.881465,"Germany","#000000","#DD0000"
"14",1980-01-21,0.883411,"Germany","#000000","#DD0000"
"15",1980-01-22,0.885814,"Germany","#000000","#DD0000"
"16",1980-01-23,0.885044,"Germany","#000000","#DD0000"
"17",1980-01-24,0.884434,"Germany","#000000","#DD0000"
"18",1980-01-25,0.885351,"Germany","#000000","#DD0000"
"19",1980-01-28,0.886838,"Germany","#000000","#DD0000"
"20",1980-01-29,0.887859,"Germany","#000000","#DD0000"
"21",1980-01-30,0.886887,"Germany","#000000","#DD0000"
"22",1980-01-31,0.889338,"Germany","#000000","#DD0000"
"23",1980-02-01,0.891948,"Germany","#000000","#DD0000"
"24",1980-02-04,0.892665,"Germany","#000000","#DD0000"
"25",1980-02-05,0.891131,"Germany","#000000","#DD0000"
"26",1980-02-06,0.887703,"Germany","#000000","#DD0000"
"27",1980-02-07,0.887502,"Germany","#000000","#DD0000"
"28",1980-02-08,0.890775,"Germany","#000000","#DD0000"
"29",1980-02-11,0.888371,"Germany","#000000","#DD0000"
"30",1980-02-12,0.889903,"Germany","#000000","#DD0000"
"31",1980-02-13,0.888064,"Germany","#000000","#DD0000"
"32",1980-02-14,0.885761,"Germany","#000000","#DD0000"
"33",1980-02-15,0.888881,"Germany","#000000","#DD0000"
"34",1980-02-18,0.889906,"Germany","#000000","#DD0000"
"35",1980-02-19,0.892611,"Germany","#000000","#DD0000"
"36",1980-02-20,0.892918,"Germany","#000000","#DD0000"
"37",1980-02-21,0.892611,"Germany","#000000","#DD0000"
"38",1980-02-22,0.899107,"Germany","#000000","#DD0000"
"39",1980-02-25,0.900435,"Germany","#000000","#DD0000"
"40",1980-02-26,0.900434,"Germany","#000000","#DD0000"
"41",1980-02-27,0.903705,"Germany","#000000","#DD0000"
"42",1980-02-28,0.899106,"Germany","#000000","#DD0000"
"43",1980-02-29,0.906521,"Germany","#000000","#DD0000"
"44",1980-03-03,0.910456,"Germany","#000000","#DD0000"
"45",1980-03-04,0.911381,"Germany","#000000","#DD0000"
"46",1980-03-05,0.915468,"Germany","#000000","#DD0000"
"47",1980-03-06,0.917921,"Germany","#000000","#DD0000"
"48",1980-03-07,0.919811,"Germany","#000000","#DD0000"
"49",1980-03-10,0.923394,"Germany","#000000","#DD0000"
"50",1980-03-11,0.924671,"Germany","#000000","#DD0000"
"51",1980-03-12,0.921606,"Germany","#000000","#DD0000"
"52",1980-03-13,0.928606,"Germany","#000000","#DD0000"
"53",1980-03-14,0.94011,"Germany","#000000","#DD0000"
"54",1980-03-17,0.954074,"Germany","#000000","#DD0000"
"55",1980-03-18,0.959186,"Germany","#000000","#DD0000"
"56",1980-03-19,0.955862,"Germany","#000000","#DD0000"
"57",1980-03-20,0.953301,"Germany","#000000","#DD0000"
"58",1980-03-21,0.959697,"Germany","#000000","#DD0000"
"59",1980-03-24,0.965729,"Germany","#000000","#DD0000"
"60",1980-03-25,0.967517,"Germany","#000000","#DD0000"
"61",1980-03-26,0.968027,"Germany","#000000","#DD0000"
"62",1980-03-27,0.980913,"Germany","#000000","#DD0000"
"63",1980-03-28,0.988581,"Germany","#000000","#DD0000"
"64",1980-03-31,0.99395,"Germany","#000000","#DD0000"
"65",1980-04-01,1.011742,"Germany","#000000","#DD0000"
"66",1980-04-02,1.002131,"Germany","#000000","#DD0000"
"67",1980-04-03,0.999577,"Germany","#000000","#DD0000"
"68",1980-04-08,1.006219,"Germany","#000000","#DD0000"
"69",1980-04-09,0.963788,"Germany","#000000","#DD0000"
"70",1980-04-10,0.963274,"Germany","#000000","#DD0000"
"71",1980-04-11,0.962253,"Germany","#000000","#DD0000"
"72",1980-04-14,0.958673,"Germany","#000000","#DD0000"
"73",1980-04-15,0.965318,"Germany","#000000","#DD0000"
"74",1980-04-16,0.96711,"Germany","#000000","#DD0000"
"75",1980-04-17,0.945887,"Germany","#000000","#DD0000"
"76",1980-04-18,0.946403,"Germany","#000000","#DD0000"
"77",1980-04-21,0.945123,"Germany","#000000","#DD0000"
"78",1980-04-22,0.952074,"Germany","#000000","#DD0000"
"79",1980-04-23,0.938218,"Germany","#000000","#DD0000"
"80",1980-04-24,0.928248,"Germany","#000000","#DD0000"
"81",1980-04-25,0.927486,"Germany","#000000","#DD0000"
"82",1980-04-28,0.917361,"Germany","#000000","#DD0000"
"83",1980-04-29,0.921859,"Germany","#000000","#DD0000"
"84",1980-04-30,0.920839,"Germany","#000000","#DD0000"
"85",1980-05-02,0.926767,"Germany","#000000","#DD0000"
"86",1980-05-05,0.924671,"Germany","#000000","#DD0000"
"87",1980-05-06,0.915722,"Germany","#000000","#DD0000"
"88",1980-05-07,0.911889,"Germany","#000000","#DD0000"
"89",1980-05-08,0.916235,"Germany","#000000","#DD0000"
"90",1980-05-09,0.922882,"Germany","#000000","#DD0000"
"91",1980-05-12,0.918688,"Germany","#000000","#DD0000"
"92",1980-05-13,0.912557,"Germany","#000000","#DD0000"
"93",1980-05-14,0.915826,"Germany","#000000","#DD0000"
"94",1980-05-16,0.919763,"Germany","#000000","#DD0000"
"95",1980-05-19,0.918538,"Germany","#000000","#DD0000"
"96",1980-05-20,0.921862,"Germany","#000000","#DD0000"
"97",1980-05-21,0.915977,"Germany","#000000","#DD0000"
"98",1980-05-22,0.914139,"Germany","#000000","#DD0000"
"99",1980-05-23,0.912349,"Germany","#000000","#DD0000"
"100",1980-05-27,0.904069,"Germany","#000000","#DD0000"
"101",1980-05-28,0.906979,"Germany","#000000","#DD0000"
"102",1980-05-29,0.906983,"Germany","#000000","#DD0000"
"103",1980-05-30,0.913169,"Germany","#000000","#DD0000"
"104",1980-06-02,0.906523,"Germany","#000000","#DD0000"
"105",1980-06-03,0.909074,"Germany","#000000","#DD0000"
"106",1980-06-04,0.909077,"Germany","#000000","#DD0000"
"107",1980-06-05,0.905753,"Germany","#000000","#DD0000"
"108",1980-06-06,0.906777,"Germany","#000000","#DD0000"
"109",1980-06-09,0.901919,"Germany","#000000","#DD0000"
"110",1980-06-10,0.901917,"Germany","#000000","#DD0000"
"111",1980-06-11,0.901815,"Germany","#000000","#DD0000"
"112",1980-06-12,0.902838,"Germany","#000000","#DD0000"
"113",1980-06-13,0.896244,"Germany","#000000","#DD0000"
"114",1980-06-16,0.90166,"Germany","#000000","#DD0000"
"115",1980-06-17,0.904887,"Germany","#000000","#DD0000"
"116",1980-06-18,0.902021,"Germany","#000000","#DD0000"
"117",1980-06-19,0.90473,"Germany","#000000","#DD0000"
"118",1980-06-20,0.904169,"Germany","#000000","#DD0000"
"119",1980-06-23,0.902939,"Germany","#000000","#DD0000"
"120",1980-06-24,0.904168,"Germany","#000000","#DD0000"
"121",1980-06-25,0.904576,"Germany","#000000","#DD0000"
"122",1980-06-26,0.903199,"Germany","#000000","#DD0000"
"123",1980-06-27,0.902023,"Germany","#000000","#DD0000"
"124",1980-06-30,0.899464,"Germany","#000000","#DD0000"
"125",1980-07-01,0.901918,"Germany","#000000","#DD0000"
"126",1980-07-02,0.900181,"Germany","#000000","#DD0000"
"127",1980-07-03,0.898799,"Germany","#000000","#DD0000"
"128",1980-07-04,0.895629,"Germany","#000000","#DD0000"
"129",1980-07-07,0.892715,"Germany","#000000","#DD0000"
"130",1980-07-08,0.8876,"Germany","#000000","#DD0000"
"131",1980-07-09,0.887963,"Germany","#000000","#DD0000"
"132",1980-07-10,0.888727,"Germany","#000000","#DD0000"
"133",1980-07-11,0.891285,"Germany","#000000","#DD0000"
"134",1980-07-14,0.891588,"Germany","#000000","#DD0000"
"135",1980-07-15,0.893992,"Germany","#000000","#DD0000"
"136",1980-07-16,0.891282,"Germany","#000000","#DD0000"
"137",1980-07-17,0.888014,"Germany","#000000","#DD0000"
"138",1980-07-18,0.891386,"Germany","#000000","#DD0000"
"139",1980-07-21,0.889394,"Germany","#000000","#DD0000"
"140",1980-07-22,0.887859,"Germany","#000000","#DD0000"
"141",1980-07-23,0.889648,"Germany","#000000","#DD0000"
"142",1980-07-24,0.888116,"Germany","#000000","#DD0000"
"143",1980-07-25,0.887858,"Germany","#000000","#DD0000"
"144",1980-07-28,0.889391,"Germany","#000000","#DD0000"
"145",1980-07-29,0.896552,"Germany","#000000","#DD0000"
"146",1980-07-30,0.901815,"Germany","#000000","#DD0000"
"147",1980-07-31,0.911277,"Germany","#000000","#DD0000"
"148",1980-08-01,0.91521,"Germany","#000000","#DD0000"
"149",1980-08-04,0.910096,"Germany","#000000","#DD0000"
"150",1980-08-05,0.908568,"Germany","#000000","#DD0000"
"151",1980-08-06,0.904424,"Germany","#000000","#DD0000"
"152",1980-08-07,0.908925,"Germany","#000000","#DD0000"
"153",1980-08-08,0.913576,"Germany","#000000","#DD0000"
"154",1980-08-11,0.913321,"Germany","#000000","#DD0000"
"155",1980-08-12,0.913166,"Germany","#000000","#DD0000"
"156",1980-08-13,0.907034,"Germany","#000000","#DD0000"
"157",1980-08-14,0.912094,"Germany","#000000","#DD0000"
"158",1980-08-15,0.912811,"Germany","#000000","#DD0000"
"159",1980-08-18,0.921449,"Germany","#000000","#DD0000"
"160",1980-08-19,0.920325,"Germany","#000000","#DD0000"
"161",1980-08-20,0.917921,"Germany","#000000","#DD0000"
"162",1980-08-21,0.920224,"Germany","#000000","#DD0000"
"163",1980-08-22,0.923345,"Germany","#000000","#DD0000"
"164",1980-08-25,0.922013,"Germany","#000000","#DD0000"
"165",1980-08-26,0.92201,"Germany","#000000","#DD0000"
"166",1980-08-27,0.921093,"Germany","#000000","#DD0000"
"167",1980-08-28,0.915316,"Germany","#000000","#DD0000"
"168",1980-08-29,0.916488,"Germany","#000000","#DD0000"
"169",1980-09-01,0.912962,"Germany","#000000","#DD0000"
"170",1980-09-02,0.909586,"Germany","#000000","#DD0000"
"171",1980-09-03,0.909998,"Germany","#000000","#DD0000"
"172",1980-09-04,0.907034,"Germany","#000000","#DD0000"
"173",1980-09-05,0.911222,"Germany","#000000","#DD0000"
"174",1980-09-08,0.908563,"Germany","#000000","#DD0000"
"175",1980-09-09,0.907593,"Germany","#000000","#DD0000"
"176",1980-09-10,0.909229,"Germany","#000000","#DD0000"
"177",1980-09-11,0.908156,"Germany","#000000","#DD0000"
"178",1980-09-12,0.910609,"Germany","#000000","#DD0000"
"179",1980-09-15,0.911887,"Germany","#000000","#DD0000"
"180",1980-09-16,0.912142,"Germany","#000000","#DD0000"
"181",1980-09-17,0.910711,"Germany","#000000","#DD0000"
"182",1980-09-18,0.914192,"Germany","#000000","#DD0000"
"183",1980-09-19,0.919964,"Germany","#000000","#DD0000"
"184",1980-09-22,0.919866,"Germany","#000000","#DD0000"
"185",1980-09-23,0.926054,"Germany","#000000","#DD0000"
"186",1980-09-24,0.922778,"Germany","#000000","#DD0000"
"187",1980-09-25,0.918948,"Germany","#000000","#DD0000"
"188",1980-09-26,0.923288,"Germany","#000000","#DD0000"
"189",1980-09-29,0.927482,"Germany","#000000","#DD0000"
"190",1980-09-30,0.925898,"Germany","#000000","#DD0000"
"191",1980-10-01,0.92186,"Germany","#000000","#DD0000"
"192",1980-10-02,0.924314,"Germany","#000000","#DD0000"
"193",1980-10-03,0.925695,"Germany","#000000","#DD0000"
"194",1980-10-06,0.919306,"Germany","#000000","#DD0000"
"195",1980-10-07,0.922165,"Germany","#000000","#DD0000"
"196",1980-10-08,0.921861,"Germany","#000000","#DD0000"
"197",1980-10-09,0.923344,"Germany","#000000","#DD0000"
"198",1980-10-10,0.921862,"Germany","#000000","#DD0000"
"199",1980-10-13,0.923598,"Germany","#000000","#DD0000"
"200",1980-10-14,0.92835,"Germany","#000000","#DD0000"
"201",1980-10-15,0.936433,"Germany","#000000","#DD0000"
"202",1980-10-16,0.936072,"Germany","#000000","#DD0000"
"203",1980-10-17,0.938834,"Germany","#000000","#DD0000"
"204",1980-10-20,0.945788,"Germany","#000000","#DD0000"
"205",1980-10-21,0.953558,"Germany","#000000","#DD0000"
"206",1980-10-22,0.956215,"Germany","#000000","#DD0000"
"207",1980-10-23,0.952538,"Germany","#000000","#DD0000"
"208",1980-10-24,0.956373,"Germany","#000000","#DD0000"
"209",1980-10-27,0.960561,"Germany","#000000","#DD0000"
"210",1980-10-28,0.969407,"Germany","#000000","#DD0000"
"211",1980-10-29,0.968128,"Germany","#000000","#DD0000"
"212",1980-10-30,0.964605,"Germany","#000000","#DD0000"
"213",1980-10-31,0.975293,"Germany","#000000","#DD0000"
"214",1980-11-03,0.980761,"Germany","#000000","#DD0000"
"215",1980-11-04,0.981171,"Germany","#000000","#DD0000"
"216",1980-11-05,0.990784,"Germany","#000000","#DD0000"
"217",1980-11-06,0.991552,"Germany","#000000","#DD0000"
"218",1980-11-07,0.999575,"Germany","#000000","#DD0000"
"219",1980-11-10,0.988581,"Germany","#000000","#DD0000"
"220",1980-11-11,0.964605,"Germany","#000000","#DD0000"
"221",1980-11-12,0.972378,"Germany","#000000","#DD0000"
"222",1980-11-13,0.966799,"Germany","#000000","#DD0000"
"223",1980-11-14,0.972474,"Germany","#000000","#DD0000"
"224",1980-11-17,0.984084,"Germany","#000000","#DD0000"
"225",1980-11-18,0.985261,"Germany","#000000","#DD0000"
"226",1980-11-19,0.97171,"Germany","#000000","#DD0000"
"227",1980-11-20,0.975291,"Germany","#000000","#DD0000"
"228",1980-11-21,0.983415,"Germany","#000000","#DD0000"
"229",1980-11-24,0.980252,"Germany","#000000","#DD0000"
"230",1980-11-25,0.976564,"Germany","#000000","#DD0000"
"231",1980-11-26,0.980708,"Germany","#000000","#DD0000"
"232",1980-11-27,0.985307,"Germany","#000000","#DD0000"
"233",1980-11-28,0.984393,"Germany","#000000","#DD0000"
"234",1980-12-01,0.994617,"Germany","#000000","#DD0000"
"235",1980-12-02,0.991292,"Germany","#000000","#DD0000"
"236",1980-12-03,0.992621,"Germany","#000000","#DD0000"
"237",1980-12-04,0.993438,"Germany","#000000","#DD0000"
"238",1980-12-05,1.000854,"Germany","#000000","#DD0000"
"239",1980-12-08,1.002136,"Germany","#000000","#DD0000"
"240",1980-12-09,1.011646,"Germany","#000000","#DD0000"
"241",1980-12-10,1.020536,"Germany","#000000","#DD0000"
"242",1980-12-11,1.036904,"Germany","#000000","#DD0000"
"243",1980-12-12,1.025035,"Germany","#000000","#DD0000"
"244",1980-12-15,1.007862,"Germany","#000000","#DD0000"
"245",1980-12-16,1.029231,"Germany","#000000","#DD0000"
"246",1980-12-17,1.024117,"Germany","#000000","#DD0000"
"247",1980-12-18,1.018495,"Germany","#000000","#DD0000"
"248",1980-12-19,1.016957,"Germany","#000000","#DD0000"
"249",1980-12-22,1.007242,"Germany","#000000","#DD0000"
"250",1980-12-23,0.992825,"Germany","#000000","#DD0000"
"251",1980-12-29,1.000497,"Germany","#000000","#DD0000"
"252",1980-12-30,0.994464,"Germany","#000000","#DD0000"
"253",1980-12-31,1.001618,"Germany","#000000","#DD0000"
"254",1981-01-02,1.011078,"Germany","#000000","#DD0000"
"255",1981-01-05,0.997892,"Germany","#000000","#DD0000"
"256",1981-01-06,0.984545,"Germany","#000000","#DD0000"
"257",1981-01-07,0.993029,"Germany","#000000","#DD0000"
"258",1981-01-08,1.003362,"Germany","#000000","#DD0000"
"259",1981-01-09,1.005612,"Germany","#000000","#DD0000"
"260",1981-01-12,1.009652,"Germany","#000000","#DD0000"
"261",1981-01-13,1.019257,"Germany","#000000","#DD0000"
"262",1981-01-14,1.018592,"Germany","#000000","#DD0000"
"263",1981-01-15,1.021564,"Germany","#000000","#DD0000"
"264",1981-01-16,1.032704,"Germany","#000000","#DD0000"
"265",1981-01-19,1.024222,"Germany","#000000","#DD0000"
"266",1981-01-20,1.025139,"Germany","#000000","#DD0000"
"267",1981-01-21,1.017467,"Germany","#000000","#DD0000"
"268",1981-01-22,1.032808,"Germany","#000000","#DD0000"
"269",1981-01-23,1.036133,"Germany","#000000","#DD0000"
"270",1981-01-26,1.051316,"Germany","#000000","#DD0000"
"271",1981-01-27,1.050959,"Germany","#000000","#DD0000"
"272",1981-01-28,1.063893,"Germany","#000000","#DD0000"
"273",1981-01-29,1.07141,"Germany","#000000","#DD0000"
"274",1981-01-30,1.082665,"Germany","#000000","#DD0000"
"275",1981-02-02,1.075856,"Germany","#000000","#DD0000"
"276",1981-02-03,1.098768,"Germany","#000000","#DD0000"
"277",1981-02-04,1.087517,"Germany","#000000","#DD0000"
"278",1981-02-05,1.087775,"Germany","#000000","#DD0000"
"279",1981-02-06,1.095697,"Germany","#000000","#DD0000"
"280",1981-02-09,1.092883,"Germany","#000000","#DD0000"
"281",1981-02-10,1.099279,"Germany","#000000","#DD0000"
"282",1981-02-11,1.100455,"Germany","#000000","#DD0000"
"283",1981-02-12,1.111807,"Germany","#000000","#DD0000"
"284",1981-02-13,1.123413,"Germany","#000000","#DD0000"
"285",1981-02-16,1.151375,"Germany","#000000","#DD0000"
"286",1981-02-17,1.123559,"Germany","#000000","#DD0000"
"287",1981-02-18,1.107509,"Germany","#000000","#DD0000"
"288",1981-02-19,1.093656,"Germany","#000000","#DD0000"
"289",1981-02-20,1.066046,"Germany","#000000","#DD0000"
"290",1981-02-23,1.074892,"Germany","#000000","#DD0000"
"291",1981-02-24,1.074477,"Germany","#000000","#DD0000"
"292",1981-02-25,1.074637,"Germany","#000000","#DD0000"
"293",1981-02-26,1.083425,"Germany","#000000","#DD0000"
"294",1981-02-27,1.090634,"Germany","#000000","#DD0000"
"295",1981-03-02,1.099792,"Germany","#000000","#DD0000"
"296",1981-03-03,1.108687,"Germany","#000000","#DD0000"
"297",1981-03-04,1.083526,"Germany","#000000","#DD0000"
"298",1981-03-05,1.09524,"Germany","#000000","#DD0000"
"299",1981-03-06,1.096922,"Germany","#000000","#DD0000"
"300",1981-03-09,1.08956,"Germany","#000000","#DD0000"
"301",1981-03-10,1.078824,"Germany","#000000","#DD0000"
"302",1981-03-11,1.083175,"Germany","#000000","#DD0000"
"303",1981-03-12,1.080872,"Germany","#000000","#DD0000"
"304",1981-03-13,1.079643,"Germany","#000000","#DD0000"
"305",1981-03-16,1.072789,"Germany","#000000","#DD0000"
"306",1981-03-17,1.064204,"Germany","#000000","#DD0000"
"307",1981-03-18,1.055562,"Germany","#000000","#DD0000"
"308",1981-03-19,1.050501,"Germany","#000000","#DD0000"
"309",1981-03-20,1.056584,"Germany","#000000","#DD0000"
"310",1981-03-23,1.069369,"Germany","#000000","#DD0000"
"311",1981-03-24,1.068501,"Germany","#000000","#DD0000"
"312",1981-03-25,1.066555,"Germany","#000000","#DD0000"
"313",1981-03-26,1.071411,"Germany","#000000","#DD0000"
"314",1981-03-27,1.088541,"Germany","#000000","#DD0000"
"315",1981-03-30,1.08445,"Germany","#000000","#DD0000"
"316",1981-03-31,1.072027,"Germany","#000000","#DD0000"
"317",1981-04-01,1.071257,"Germany","#000000","#DD0000"
"318",1981-04-02,1.073197,"Germany","#000000","#DD0000"
"319",1981-04-03,1.088487,"Germany","#000000","#DD0000"
"320",1981-04-06,1.09647,"Germany","#000000","#DD0000"
"321",1981-04-07,1.097338,"Germany","#000000","#DD0000"
"322",1981-04-08,1.084959,"Germany","#000000","#DD0000"
"323",1981-04-09,1.09493,"Germany","#000000","#DD0000"
"324",1981-04-10,1.098002,"Germany","#000000","#DD0000"
"325",1981-04-13,1.110522,"Germany","#000000","#DD0000"
"326",1981-04-14,1.106436,"Germany","#000000","#DD0000"
"327",1981-04-15,1.111344,"Germany","#000000","#DD0000"
"328",1981-04-16,1.117585,"Germany","#000000","#DD0000"
"329",1981-04-21,1.115131,"Germany","#000000","#DD0000"
"330",1981-04-22,1.110266,"Germany","#000000","#DD0000"
"331",1981-04-23,1.109506,"Germany","#000000","#DD0000"
"332",1981-04-24,1.113751,"Germany","#000000","#DD0000"
"333",1981-04-27,1.111544,"Germany","#000000","#DD0000"
"334",1981-04-28,1.118709,"Germany","#000000","#DD0000"
"335",1981-04-29,1.128674,"Germany","#000000","#DD0000"
"336",1981-04-30,1.130978,"Germany","#000000","#DD0000"
"337",1981-05-04,1.146059,"Germany","#000000","#DD0000"
"338",1981-05-05,1.160126,"Germany","#000000","#DD0000"
"339",1981-05-06,1.149127,"Germany","#000000","#DD0000"
"340",1981-05-07,1.164108,"Germany","#000000","#DD0000"
"341",1981-05-08,1.149132,"Germany","#000000","#DD0000"
"342",1981-05-11,1.160891,"Germany","#000000","#DD0000"
"343",1981-05-12,1.170864,"Germany","#000000","#DD0000"
"344",1981-05-13,1.168814,"Germany","#000000","#DD0000"
"345",1981-05-14,1.180827,"Germany","#000000","#DD0000"
"346",1981-05-15,1.174695,"Germany","#000000","#DD0000"
"347",1981-05-18,1.171063,"Germany","#000000","#DD0000"
"348",1981-05-19,1.175055,"Germany","#000000","#DD0000"
"349",1981-05-20,1.171622,"Germany","#000000","#DD0000"
"350",1981-05-21,1.18415,"Germany","#000000","#DD0000"
"351",1981-05-22,1.186707,"Germany","#000000","#DD0000"
"352",1981-05-25,1.184407,"Germany","#000000","#DD0000"
"353",1981-05-26,1.194631,"Germany","#000000","#DD0000"
"354",1981-05-27,1.202308,"Germany","#000000","#DD0000"
"355",1981-05-29,1.188906,"Germany","#000000","#DD0000"
"356",1981-06-01,1.188237,"Germany","#000000","#DD0000"
"357",1981-06-02,1.21115,"Germany","#000000","#DD0000"
"358",1981-06-03,1.206654,"Germany","#000000","#DD0000"
"359",1981-06-04,1.224438,"Germany","#000000","#DD0000"
"360",1981-06-05,1.23886,"Germany","#000000","#DD0000"
"361",1981-06-09,1.224542,"Germany","#000000","#DD0000"
"362",1981-06-10,1.215088,"Germany","#000000","#DD0000"
"363",1981-06-11,1.225309,"Germany","#000000","#DD0000"
"364",1981-06-12,1.225568,"Germany","#000000","#DD0000"
"365",1981-06-15,1.208439,"Germany","#000000","#DD0000"
"366",1981-06-16,1.195653,"Germany","#000000","#DD0000"
"367",1981-06-17,1.197191,"Germany","#000000","#DD0000"
"368",1981-06-18,1.20844,"Germany","#000000","#DD0000"
"369",1981-06-19,1.220553,"Germany","#000000","#DD0000"
"370",1981-06-22,1.209609,"Germany","#000000","#DD0000"
"371",1981-06-23,1.206133,"Germany","#000000","#DD0000"
"372",1981-06-24,1.210741,"Germany","#000000","#DD0000"
"373",1981-06-25,1.215089,"Germany","#000000","#DD0000"
"374",1981-06-26,1.225817,"Germany","#000000","#DD0000"
"375",1981-06-29,1.219945,"Germany","#000000","#DD0000"
"376",1981-06-30,1.224545,"Germany","#000000","#DD0000"
"377",1981-07-01,1.229912,"Germany","#000000","#DD0000"
"378",1981-07-02,1.231699,"Germany","#000000","#DD0000"
"379",1981-07-03,1.23477,"Germany","#000000","#DD0000"
"380",1981-07-06,1.251893,"Germany","#000000","#DD0000"
"381",1981-07-07,1.24858,"Germany","#000000","#DD0000"
"382",1981-07-08,1.26084,"Germany","#000000","#DD0000"
"383",1981-07-09,1.254714,"Germany","#000000","#DD0000"
"384",1981-07-10,1.250875,"Germany","#000000","#DD0000"
"385",1981-07-13,1.237836,"Germany","#000000","#DD0000"
"386",1981-07-14,1.252154,"Germany","#000000","#DD0000"
"387",1981-07-15,1.241674,"Germany","#000000","#DD0000"
"388",1981-07-16,1.236045,"Germany","#000000","#DD0000"
"389",1981-07-17,1.241164,"Germany","#000000","#DD0000"
"390",1981-07-20,1.249245,"Germany","#000000","#DD0000"
"391",1981-07-21,1.260848,"Germany","#000000","#DD0000"
"392",1981-07-22,1.254253,"Germany","#000000","#DD0000"
"393",1981-07-23,1.248068,"Germany","#000000","#DD0000"
"394",1981-07-24,1.248835,"Germany","#000000","#DD0000"
"395",1981-07-27,1.237684,"Germany","#000000","#DD0000"
"396",1981-07-28,1.248832,"Germany","#000000","#DD0000"
"397",1981-07-29,1.250468,"Germany","#000000","#DD0000"
"398",1981-07-30,1.264277,"Germany","#000000","#DD0000"
"399",1981-07-31,1.260949,"Germany","#000000","#DD0000"
"400",1981-08-03,1.28002,"Germany","#000000","#DD0000"
"401",1981-08-04,1.287946,"Germany","#000000","#DD0000"
"402",1981-08-05,1.283342,"Germany","#000000","#DD0000"
"403",1981-08-06,1.289222,"Germany","#000000","#DD0000"
"404",1981-08-07,1.296125,"Germany","#000000","#DD0000"
"405",1981-08-10,1.315553,"Germany","#000000","#DD0000"
"406",1981-08-11,1.312998,"Germany","#000000","#DD0000"
"407",1981-08-12,1.295103,"Germany","#000000","#DD0000"
"408",1981-08-13,1.279503,"Germany","#000000","#DD0000"
"409",1981-08-14,1.287943,"Germany","#000000","#DD0000"
"410",1981-08-17,1.291524,"Germany","#000000","#DD0000"
"411",1981-08-18,1.263659,"Germany","#000000","#DD0000"
"412",1981-08-19,1.278231,"Germany","#000000","#DD0000"
"413",1981-08-20,1.268521,"Germany","#000000","#DD0000"
"414",1981-08-21,1.252156,"Germany","#000000","#DD0000"
"415",1981-08-24,1.251383,"Germany","#000000","#DD0000"
"416",1981-08-25,1.282573,"Germany","#000000","#DD0000"
"417",1981-08-26,1.271072,"Germany","#000000","#DD0000"
"418",1981-08-27,1.26622,"Germany","#000000","#DD0000"
"419",1981-08-28,1.255993,"Germany","#000000","#DD0000"
"420",1981-08-31,1.243976,"Germany","#000000","#DD0000"
"421",1981-09-01,1.252157,"Germany","#000000","#DD0000"
"422",1981-09-02,1.246272,"Germany","#000000","#DD0000"
"423",1981-09-03,1.239623,"Germany","#000000","#DD0000"
"424",1981-09-04,1.238602,"Germany","#000000","#DD0000"
"425",1981-09-07,1.24162,"Germany","#000000","#DD0000"
"426",1981-09-08,1.234366,"Germany","#000000","#DD0000"
"427",1981-09-09,1.243976,"Germany","#000000","#DD0000"
"428",1981-09-10,1.235532,"Germany","#000000","#DD0000"
"429",1981-09-11,1.227098,"Germany","#000000","#DD0000"
"430",1981-09-14,1.210739,"Germany","#000000","#DD0000"
"431",1981-09-15,1.203578,"Germany","#000000","#DD0000"
"432",1981-09-16,1.188755,"Germany","#000000","#DD0000"
"433",1981-09-17,1.161658,"Germany","#000000","#DD0000"
"434",1981-09-18,1.157306,"Germany","#000000","#DD0000"
"435",1981-09-21,1.145289,"Germany","#000000","#DD0000"
"436",1981-09-22,1.164718,"Germany","#000000","#DD0000"
"437",1981-09-23,1.169581,"Germany","#000000","#DD0000"
"438",1981-09-24,1.191825,"Germany","#000000","#DD0000"
"439",1981-09-25,1.191312,"Germany","#000000","#DD0000"
"440",1981-09-28,1.20154,"Germany","#000000","#DD0000"
"441",1981-09-29,1.179807,"Germany","#000000","#DD0000"
"442",1981-09-30,1.189163,"Germany","#000000","#DD0000"
"443",1981-10-01,1.188239,"Germany","#000000","#DD0000"
"444",1981-10-02,1.166771,"Germany","#000000","#DD0000"
"445",1981-10-05,1.141456,"Germany","#000000","#DD0000"
"446",1981-10-06,1.144276,"Germany","#000000","#DD0000"
"447",1981-10-07,1.131236,"Germany","#000000","#DD0000"
"448",1981-10-08,1.137878,"Germany","#000000","#DD0000"
"449",1981-10-09,1.115642,"Germany","#000000","#DD0000"
"450",1981-10-12,1.117686,"Germany","#000000","#DD0000"
"451",1981-10-13,1.124843,"Germany","#000000","#DD0000"
