"","freq","s_adj","p_adj","indic","geo","date","values","full_name","color","color2"
"757","M","NSA","NAP","MF-LTGBY-RT","FR",1996-09-01,0.0623,"France","#ED2939","#002395"
"758","M","NSA","NAP","MF-LTGBY-RT","FR",1996-10-01,0.0597,"France","#ED2939","#002395"
"759","M","NSA","NAP","MF-LTGBY-RT","FR",1996-11-01,0.0583,"France","#ED2939","#002395"
"760","M","NSA","NAP","MF-LTGBY-RT","FR",1996-12-01,0.0574,"France","#ED2939","#002395"
"761","M","NSA","NAP","MF-LTGBY-RT","FR",1997-01-01,0.0568,"France","#ED2939","#002395"
"762","M","NSA","NAP","MF-LTGBY-RT","FR",1997-02-01,0.0546,"France","#ED2939","#002395"
"763","M","NSA","NAP","MF-LTGBY-RT","FR",1997-03-01,0.0565,"France","#ED2939","#002395"
"764","M","NSA","NAP","MF-LTGBY-RT","FR",1997-04-01,0.058,"France","#ED2939","#002395"
"765","M","NSA","NAP","MF-LTGBY-RT","FR",1997-05-01,0.0569,"France","#ED2939","#002395"
"766","M","NSA","NAP","MF-LTGBY-RT","FR",1997-06-01,0.0565,"France","#ED2939","#002395"
"767","M","NSA","NAP","MF-LTGBY-RT","FR",1997-07-01,0.0547,"France","#ED2939","#002395"
"768","M","NSA","NAP","MF-LTGBY-RT","FR",1997-08-01,0.0558,"France","#ED2939","#002395"
"769","M","NSA","NAP","MF-LTGBY-RT","FR",1997-09-01,0.0552,"France","#ED2939","#002395"
"770","M","NSA","NAP","MF-LTGBY-RT","FR",1997-10-01,0.0559,"France","#ED2939","#002395"
"771","M","NSA","NAP","MF-LTGBY-RT","FR",1997-11-01,0.0557,"France","#ED2939","#002395"
"772","M","NSA","NAP","MF-LTGBY-RT","FR",1997-12-01,0.0532,"France","#ED2939","#002395"
"773","M","NSA","NAP","MF-LTGBY-RT","FR",1998-01-01,0.0511,"France","#ED2939","#002395"
"774","M","NSA","NAP","MF-LTGBY-RT","FR",1998-02-01,0.0503,"France","#ED2939","#002395"
"775","M","NSA","NAP","MF-LTGBY-RT","FR",1998-03-01,0.0495,"France","#ED2939","#002395"
"776","M","NSA","NAP","MF-LTGBY-RT","FR",1998-04-01,0.0496,"France","#ED2939","#002395"
"777","M","NSA","NAP","MF-LTGBY-RT","FR",1998-05-01,0.0501,"France","#ED2939","#002395"
"778","M","NSA","NAP","MF-LTGBY-RT","FR",1998-06-01,0.0486,"France","#ED2939","#002395"
"779","M","NSA","NAP","MF-LTGBY-RT","FR",1998-07-01,0.0478,"France","#ED2939","#002395"
"780","M","NSA","NAP","MF-LTGBY-RT","FR",1998-08-01,0.0452,"France","#ED2939","#002395"
"781","M","NSA","NAP","MF-LTGBY-RT","FR",1998-09-01,0.042,"France","#ED2939","#002395"
"782","M","NSA","NAP","MF-LTGBY-RT","FR",1998-10-01,0.0417,"France","#ED2939","#002395"
"783","M","NSA","NAP","MF-LTGBY-RT","FR",1998-11-01,0.0418,"France","#ED2939","#002395"
"784","M","NSA","NAP","MF-LTGBY-RT","FR",1998-12-01,0.0391,"France","#ED2939","#002395"
"785","M","NSA","NAP","MF-LTGBY-RT","FR",1999-01-01,0.0377,"France","#ED2939","#002395"
"786","M","NSA","NAP","MF-LTGBY-RT","FR",1999-02-01,0.0393,"France","#ED2939","#002395"
"787","M","NSA","NAP","MF-LTGBY-RT","FR",1999-03-01,0.0413,"France","#ED2939","#002395"
"788","M","NSA","NAP","MF-LTGBY-RT","FR",1999-04-01,0.0398,"France","#ED2939","#002395"
"789","M","NSA","NAP","MF-LTGBY-RT","FR",1999-05-01,0.0416,"France","#ED2939","#002395"
"790","M","NSA","NAP","MF-LTGBY-RT","FR",1999-06-01,0.0447,"France","#ED2939","#002395"
"791","M","NSA","NAP","MF-LTGBY-RT","FR",1999-07-01,0.0481,"France","#ED2939","#002395"
"792","M","NSA","NAP","MF-LTGBY-RT","FR",1999-08-01,0.0501,"France","#ED2939","#002395"
"793","M","NSA","NAP","MF-LTGBY-RT","FR",1999-09-01,0.0519,"France","#ED2939","#002395"
"794","M","NSA","NAP","MF-LTGBY-RT","FR",1999-10-01,0.0543,"France","#ED2939","#002395"
"795","M","NSA","NAP","MF-LTGBY-RT","FR",1999-11-01,0.0515,"France","#ED2939","#002395"
"796","M","NSA","NAP","MF-LTGBY-RT","FR",1999-12-01,0.0527,"France","#ED2939","#002395"
"797","M","NSA","NAP","MF-LTGBY-RT","FR",2000-01-01,0.0566,"France","#ED2939","#002395"
"798","M","NSA","NAP","MF-LTGBY-RT","FR",2000-02-01,0.0562,"France","#ED2939","#002395"
"799","M","NSA","NAP","MF-LTGBY-RT","FR",2000-03-01,0.0543,"France","#ED2939","#002395"
"800","M","NSA","NAP","MF-LTGBY-RT","FR",2000-04-01,0.0533,"France","#ED2939","#002395"
"801","M","NSA","NAP","MF-LTGBY-RT","FR",2000-05-01,0.055,"France","#ED2939","#002395"
"802","M","NSA","NAP","MF-LTGBY-RT","FR",2000-06-01,0.0532,"France","#ED2939","#002395"
"803","M","NSA","NAP","MF-LTGBY-RT","FR",2000-07-01,0.054,"France","#ED2939","#002395"
"804","M","NSA","NAP","MF-LTGBY-RT","FR",2000-08-01,0.0536,"France","#ED2939","#002395"
"805","M","NSA","NAP","MF-LTGBY-RT","FR",2000-09-01,0.0542,"France","#ED2939","#002395"
"806","M","NSA","NAP","MF-LTGBY-RT","FR",2000-10-01,0.0536,"France","#ED2939","#002395"
"807","M","NSA","NAP","MF-LTGBY-RT","FR",2000-11-01,0.0529,"France","#ED2939","#002395"
"808","M","NSA","NAP","MF-LTGBY-RT","FR",2000-12-01,0.0504,"France","#ED2939","#002395"
"809","M","NSA","NAP","MF-LTGBY-RT","FR",2001-01-01,0.0494,"France","#ED2939","#002395"
"810","M","NSA","NAP","MF-LTGBY-RT","FR",2001-02-01,0.0493,"France","#ED2939","#002395"
"811","M","NSA","NAP","MF-LTGBY-RT","FR",2001-03-01,0.0484,"France","#ED2939","#002395"
"812","M","NSA","NAP","MF-LTGBY-RT","FR",2001-04-01,0.05,"France","#ED2939","#002395"
"813","M","NSA","NAP","MF-LTGBY-RT","FR",2001-05-01,0.0521,"France","#ED2939","#002395"
"814","M","NSA","NAP","MF-LTGBY-RT","FR",2001-06-01,0.0515,"France","#ED2939","#002395"
"815","M","NSA","NAP","MF-LTGBY-RT","FR",2001-07-01,0.0515,"France","#ED2939","#002395"
"816","M","NSA","NAP","MF-LTGBY-RT","FR",2001-08-01,0.0495,"France","#ED2939","#002395"
"817","M","NSA","NAP","MF-LTGBY-RT","FR",2001-09-01,0.0494,"France","#ED2939","#002395"
"818","M","NSA","NAP","MF-LTGBY-RT","FR",2001-10-01,0.0472,"France","#ED2939","#002395"
"819","M","NSA","NAP","MF-LTGBY-RT","FR",2001-11-01,0.0457,"France","#ED2939","#002395"
"820","M","NSA","NAP","MF-LTGBY-RT","FR",2001-12-01,0.0487,"France","#ED2939","#002395"
"821","M","NSA","NAP","MF-LTGBY-RT","FR",2002-01-01,0.0493,"France","#ED2939","#002395"
"822","M","NSA","NAP","MF-LTGBY-RT","FR",2002-02-01,0.0499,"France","#ED2939","#002395"
"823","M","NSA","NAP","MF-LTGBY-RT","FR",2002-03-01,0.0524,"France","#ED2939","#002395"
"824","M","NSA","NAP","MF-LTGBY-RT","FR",2002-04-01,0.0524,"France","#ED2939","#002395"
"825","M","NSA","NAP","MF-LTGBY-RT","FR",2002-05-01,0.0526,"France","#ED2939","#002395"
"826","M","NSA","NAP","MF-LTGBY-RT","FR",2002-06-01,0.0511,"France","#ED2939","#002395"
"827","M","NSA","NAP","MF-LTGBY-RT","FR",2002-07-01,0.0496,"France","#ED2939","#002395"
"828","M","NSA","NAP","MF-LTGBY-RT","FR",2002-08-01,0.0467,"France","#ED2939","#002395"
"829","M","NSA","NAP","MF-LTGBY-RT","FR",2002-09-01,0.0446,"France","#ED2939","#002395"
"830","M","NSA","NAP","MF-LTGBY-RT","FR",2002-10-01,0.0455,"France","#ED2939","#002395"
"831","M","NSA","NAP","MF-LTGBY-RT","FR",2002-11-01,0.0453,"France","#ED2939","#002395"
"832","M","NSA","NAP","MF-LTGBY-RT","FR",2002-12-01,0.0438,"France","#ED2939","#002395"
"833","M","NSA","NAP","MF-LTGBY-RT","FR",2003-01-01,0.0422,"France","#ED2939","#002395"
"834","M","NSA","NAP","MF-LTGBY-RT","FR",2003-02-01,0.0401,"France","#ED2939","#002395"
"835","M","NSA","NAP","MF-LTGBY-RT","FR",2003-03-01,0.041,"France","#ED2939","#002395"
"836","M","NSA","NAP","MF-LTGBY-RT","FR",2003-04-01,0.0422,"France","#ED2939","#002395"
"837","M","NSA","NAP","MF-LTGBY-RT","FR",2003-05-01,0.0389,"France","#ED2939","#002395"
"838","M","NSA","NAP","MF-LTGBY-RT","FR",2003-06-01,0.0369,"France","#ED2939","#002395"
"839","M","NSA","NAP","MF-LTGBY-RT","FR",2003-07-01,0.0401,"France","#ED2939","#002395"
"840","M","NSA","NAP","MF-LTGBY-RT","FR",2003-08-01,0.0416,"France","#ED2939","#002395"
"841","M","NSA","NAP","MF-LTGBY-RT","FR",2003-09-01,0.0423,"France","#ED2939","#002395"
"842","M","NSA","NAP","MF-LTGBY-RT","FR",2003-10-01,0.0428,"France","#ED2939","#002395"
"843","M","NSA","NAP","MF-LTGBY-RT","FR",2003-11-01,0.0441,"France","#ED2939","#002395"
"844","M","NSA","NAP","MF-LTGBY-RT","FR",2003-12-01,0.0434,"France","#ED2939","#002395"
"845","M","NSA","NAP","MF-LTGBY-RT","FR",2004-01-01,0.042,"France","#ED2939","#002395"
"846","M","NSA","NAP","MF-LTGBY-RT","FR",2004-02-01,0.0414,"France","#ED2939","#002395"
"847","M","NSA","NAP","MF-LTGBY-RT","FR",2004-03-01,0.0398,"France","#ED2939","#002395"
"848","M","NSA","NAP","MF-LTGBY-RT","FR",2004-04-01,0.0418,"France","#ED2939","#002395"
"849","M","NSA","NAP","MF-LTGBY-RT","FR",2004-05-01,0.0434,"France","#ED2939","#002395"
"850","M","NSA","NAP","MF-LTGBY-RT","FR",2004-06-01,0.0439,"France","#ED2939","#002395"
"851","M","NSA","NAP","MF-LTGBY-RT","FR",2004-07-01,0.0427,"France","#ED2939","#002395"
"852","M","NSA","NAP","MF-LTGBY-RT","FR",2004-08-01,0.0411,"France","#ED2939","#002395"
"853","M","NSA","NAP","MF-LTGBY-RT","FR",2004-09-01,0.0409,"France","#ED2939","#002395"
"854","M","NSA","NAP","MF-LTGBY-RT","FR",2004-10-01,0.0398,"France","#ED2939","#002395"
"855","M","NSA","NAP","MF-LTGBY-RT","FR",2004-11-01,0.0386,"France","#ED2939","#002395"
"856","M","NSA","NAP","MF-LTGBY-RT","FR",2004-12-01,0.0364,"France","#ED2939","#002395"
"857","M","NSA","NAP","MF-LTGBY-RT","FR",2005-01-01,0.0358,"France","#ED2939","#002395"
"858","M","NSA","NAP","MF-LTGBY-RT","FR",2005-02-01,0.036,"France","#ED2939","#002395"
"859","M","NSA","NAP","MF-LTGBY-RT","FR",2005-03-01,0.0375,"France","#ED2939","#002395"
"860","M","NSA","NAP","MF-LTGBY-RT","FR",2005-04-01,0.0354,"France","#ED2939","#002395"
"861","M","NSA","NAP","MF-LTGBY-RT","FR",2005-05-01,0.0338,"France","#ED2939","#002395"
"862","M","NSA","NAP","MF-LTGBY-RT","FR",2005-06-01,0.032,"France","#ED2939","#002395"
"863","M","NSA","NAP","MF-LTGBY-RT","FR",2005-07-01,0.0327,"France","#ED2939","#002395"
"864","M","NSA","NAP","MF-LTGBY-RT","FR",2005-08-01,0.033,"France","#ED2939","#002395"
"865","M","NSA","NAP","MF-LTGBY-RT","FR",2005-09-01,0.0313,"France","#ED2939","#002395"
"866","M","NSA","NAP","MF-LTGBY-RT","FR",2005-10-01,0.0329,"France","#ED2939","#002395"
"867","M","NSA","NAP","MF-LTGBY-RT","FR",2005-11-01,0.035,"France","#ED2939","#002395"
"868","M","NSA","NAP","MF-LTGBY-RT","FR",2005-12-01,0.0338,"France","#ED2939","#002395"
"869","M","NSA","NAP","MF-LTGBY-RT","FR",2006-01-01,0.0334,"France","#ED2939","#002395"
"870","M","NSA","NAP","MF-LTGBY-RT","FR",2006-02-01,0.0351,"France","#ED2939","#002395"
"871","M","NSA","NAP","MF-LTGBY-RT","FR",2006-03-01,0.0369,"France","#ED2939","#002395"
"872","M","NSA","NAP","MF-LTGBY-RT","FR",2006-04-01,0.0395,"France","#ED2939","#002395"
"873","M","NSA","NAP","MF-LTGBY-RT","FR",2006-05-01,0.04,"France","#ED2939","#002395"
"874","M","NSA","NAP","MF-LTGBY-RT","FR",2006-06-01,0.0401,"France","#ED2939","#002395"
"875","M","NSA","NAP","MF-LTGBY-RT","FR",2006-07-01,0.0403,"France","#ED2939","#002395"
"876","M","NSA","NAP","MF-LTGBY-RT","FR",2006-08-01,0.039,"France","#ED2939","#002395"
"877","M","NSA","NAP","MF-LTGBY-RT","FR",2006-09-01,0.0377,"France","#ED2939","#002395"
"878","M","NSA","NAP","MF-LTGBY-RT","FR",2006-10-01,0.0381,"France","#ED2939","#002395"
"879","M","NSA","NAP","MF-LTGBY-RT","FR",2006-11-01,0.0374,"France","#ED2939","#002395"
"880","M","NSA","NAP","MF-LTGBY-RT","FR",2006-12-01,0.0381,"France","#ED2939","#002395"
"881","M","NSA","NAP","MF-LTGBY-RT","FR",2007-01-01,0.0407,"France","#ED2939","#002395"
"882","M","NSA","NAP","MF-LTGBY-RT","FR",2007-02-01,0.041,"France","#ED2939","#002395"
"883","M","NSA","NAP","MF-LTGBY-RT","FR",2007-03-01,0.04,"France","#ED2939","#002395"
"884","M","NSA","NAP","MF-LTGBY-RT","FR",2007-04-01,0.0421,"France","#ED2939","#002395"
"885","M","NSA","NAP","MF-LTGBY-RT","FR",2007-05-01,0.0434,"France","#ED2939","#002395"
"886","M","NSA","NAP","MF-LTGBY-RT","FR",2007-06-01,0.0462,"France","#ED2939","#002395"
"887","M","NSA","NAP","MF-LTGBY-RT","FR",2007-07-01,0.0458,"France","#ED2939","#002395"
"888","M","NSA","NAP","MF-LTGBY-RT","FR",2007-08-01,0.0439,"France","#ED2939","#002395"
"889","M","NSA","NAP","MF-LTGBY-RT","FR",2007-09-01,0.0436,"France","#ED2939","#002395"
"890","M","NSA","NAP","MF-LTGBY-RT","FR",2007-10-01,0.044,"France","#ED2939","#002395"
"891","M","NSA","NAP","MF-LTGBY-RT","FR",2007-11-01,0.0423,"France","#ED2939","#002395"
"892","M","NSA","NAP","MF-LTGBY-RT","FR",2007-12-01,0.0435,"France","#ED2939","#002395"
"893","M","NSA","NAP","MF-LTGBY-RT","FR",2008-01-01,0.0415,"France","#ED2939","#002395"
"894","M","NSA","NAP","MF-LTGBY-RT","FR",2008-02-01,0.0408,"France","#ED2939","#002395"
"895","M","NSA","NAP","MF-LTGBY-RT","FR",2008-03-01,0.0402,"France","#ED2939","#002395"
"896","M","NSA","NAP","MF-LTGBY-RT","FR",2008-04-01,0.0427,"France","#ED2939","#002395"
"897","M","NSA","NAP","MF-LTGBY-RT","FR",2008-05-01,0.0441,"France","#ED2939","#002395"
"898","M","NSA","NAP","MF-LTGBY-RT","FR",2008-06-01,0.0473,"France","#ED2939","#002395"
"899","M","NSA","NAP","MF-LTGBY-RT","FR",2008-07-01,0.0469,"France","#ED2939","#002395"
"900","M","NSA","NAP","MF-LTGBY-RT","FR",2008-08-01,0.044,"France","#ED2939","#002395"
"901","M","NSA","NAP","MF-LTGBY-RT","FR",2008-09-01,0.0436,"France","#ED2939","#002395"
"902","M","NSA","NAP","MF-LTGBY-RT","FR",2008-10-01,0.0418,"France","#ED2939","#002395"
"903","M","NSA","NAP","MF-LTGBY-RT","FR",2008-11-01,0.0398,"France","#ED2939","#002395"
"904","M","NSA","NAP","MF-LTGBY-RT","FR",2008-12-01,0.0354,"France","#ED2939","#002395"
"905","M","NSA","NAP","MF-LTGBY-RT","FR",2009-01-01,0.036,"France","#ED2939","#002395"
"906","M","NSA","NAP","MF-LTGBY-RT","FR",2009-02-01,0.0368,"France","#ED2939","#002395"
"907","M","NSA","NAP","MF-LTGBY-RT","FR",2009-03-01,0.0365,"France","#ED2939","#002395"
"908","M","NSA","NAP","MF-LTGBY-RT","FR",2009-04-01,0.0366,"France","#ED2939","#002395"
"909","M","NSA","NAP","MF-LTGBY-RT","FR",2009-05-01,0.038,"France","#ED2939","#002395"
"910","M","NSA","NAP","MF-LTGBY-RT","FR",2009-06-01,0.039,"France","#ED2939","#002395"
"911","M","NSA","NAP","MF-LTGBY-RT","FR",2009-07-01,0.0373,"France","#ED2939","#002395"
"912","M","NSA","NAP","MF-LTGBY-RT","FR",2009-08-01,0.0359,"France","#ED2939","#002395"
"913","M","NSA","NAP","MF-LTGBY-RT","FR",2009-09-01,0.0359,"France","#ED2939","#002395"
"914","M","NSA","NAP","MF-LTGBY-RT","FR",2009-10-01,0.0356,"France","#ED2939","#002395"
"915","M","NSA","NAP","MF-LTGBY-RT","FR",2009-11-01,0.0356,"France","#ED2939","#002395"
"916","M","NSA","NAP","MF-LTGBY-RT","FR",2009-12-01,0.0348,"France","#ED2939","#002395"
"917","M","NSA","NAP","MF-LTGBY-RT","FR",2010-01-01,0.0352,"France","#ED2939","#002395"
"918","M","NSA","NAP","MF-LTGBY-RT","FR",2010-02-01,0.035,"France","#ED2939","#002395"
"919","M","NSA","NAP","MF-LTGBY-RT","FR",2010-03-01,0.0344,"France","#ED2939","#002395"
"920","M","NSA","NAP","MF-LTGBY-RT","FR",2010-04-01,0.034,"France","#ED2939","#002395"
"921","M","NSA","NAP","MF-LTGBY-RT","FR",2010-05-01,0.0308,"France","#ED2939","#002395"
"922","M","NSA","NAP","MF-LTGBY-RT","FR",2010-06-01,0.0307,"France","#ED2939","#002395"
"923","M","NSA","NAP","MF-LTGBY-RT","FR",2010-07-01,0.0299,"France","#ED2939","#002395"
"924","M","NSA","NAP","MF-LTGBY-RT","FR",2010-08-01,0.0268,"France","#ED2939","#002395"
"925","M","NSA","NAP","MF-LTGBY-RT","FR",2010-09-01,0.0268,"France","#ED2939","#002395"
"926","M","NSA","NAP","MF-LTGBY-RT","FR",2010-10-01,0.0272,"France","#ED2939","#002395"
"927","M","NSA","NAP","MF-LTGBY-RT","FR",2010-11-01,0.03,"France","#ED2939","#002395"
"928","M","NSA","NAP","MF-LTGBY-RT","FR",2010-12-01,0.0334,"France","#ED2939","#002395"
"929","M","NSA","NAP","MF-LTGBY-RT","FR",2011-01-01,0.0344,"France","#ED2939","#002395"
"930","M","NSA","NAP","MF-LTGBY-RT","FR",2011-02-01,0.036,"France","#ED2939","#002395"
"931","M","NSA","NAP","MF-LTGBY-RT","FR",2011-03-01,0.0361,"France","#ED2939","#002395"
"932","M","NSA","NAP","MF-LTGBY-RT","FR",2011-04-01,0.0369,"France","#ED2939","#002395"
"933","M","NSA","NAP","MF-LTGBY-RT","FR",2011-05-01,0.0349,"France","#ED2939","#002395"
"934","M","NSA","NAP","MF-LTGBY-RT","FR",2011-06-01,0.0343,"France","#ED2939","#002395"
"935","M","NSA","NAP","MF-LTGBY-RT","FR",2011-07-01,0.034,"France","#ED2939","#002395"
"936","M","NSA","NAP","MF-LTGBY-RT","FR",2011-08-01,0.0298,"France","#ED2939","#002395"
"937","M","NSA","NAP","MF-LTGBY-RT","FR",2011-09-01,0.0264,"France","#ED2939","#002395"
"938","M","NSA","NAP","MF-LTGBY-RT","FR",2011-10-01,0.0299,"France","#ED2939","#002395"
"939","M","NSA","NAP","MF-LTGBY-RT","FR",2011-11-01,0.0341,"France","#ED2939","#002395"
"940","M","NSA","NAP","MF-LTGBY-RT","FR",2011-12-01,0.0316,"France","#ED2939","#002395"
"941","M","NSA","NAP","MF-LTGBY-RT","FR",2012-01-01,0.0318,"France","#ED2939","#002395"
"942","M","NSA","NAP","MF-LTGBY-RT","FR",2012-02-01,0.0302,"France","#ED2939","#002395"
"943","M","NSA","NAP","MF-LTGBY-RT","FR",2012-03-01,0.0295,"France","#ED2939","#002395"
"944","M","NSA","NAP","MF-LTGBY-RT","FR",2012-04-01,0.0299,"France","#ED2939","#002395"
"945","M","NSA","NAP","MF-LTGBY-RT","FR",2012-05-01,0.0275,"France","#ED2939","#002395"
"946","M","NSA","NAP","MF-LTGBY-RT","FR",2012-06-01,0.0257,"France","#ED2939","#002395"
"947","M","NSA","NAP","MF-LTGBY-RT","FR",2012-07-01,0.0228,"France","#ED2939","#002395"
"948","M","NSA","NAP","MF-LTGBY-RT","FR",2012-08-01,0.0212,"France","#ED2939","#002395"
"949","M","NSA","NAP","MF-LTGBY-RT","FR",2012-09-01,0.0224,"France","#ED2939","#002395"
"950","M","NSA","NAP","MF-LTGBY-RT","FR",2012-10-01,0.0219,"France","#ED2939","#002395"
"951","M","NSA","NAP","MF-LTGBY-RT","FR",2012-11-01,0.0214,"France","#ED2939","#002395"
"952","M","NSA","NAP","MF-LTGBY-RT","FR",2012-12-01,0.0201,"France","#ED2939","#002395"
"953","M","NSA","NAP","MF-LTGBY-RT","FR",2013-01-01,0.0217,"France","#ED2939","#002395"
"954","M","NSA","NAP","MF-LTGBY-RT","FR",2013-02-01,0.0224,"France","#ED2939","#002395"
"955","M","NSA","NAP","MF-LTGBY-RT","FR",2013-03-01,0.0207,"France","#ED2939","#002395"
"956","M","NSA","NAP","MF-LTGBY-RT","FR",2013-04-01,0.018,"France","#ED2939","#002395"
"957","M","NSA","NAP","MF-LTGBY-RT","FR",2013-05-01,0.0187,"France","#ED2939","#002395"
"958","M","NSA","NAP","MF-LTGBY-RT","FR",2013-06-01,0.0221,"France","#ED2939","#002395"
"959","M","NSA","NAP","MF-LTGBY-RT","FR",2013-07-01,0.0225,"France","#ED2939","#002395"
"960","M","NSA","NAP","MF-LTGBY-RT","FR",2013-08-01,0.0236,"France","#ED2939","#002395"
"961","M","NSA","NAP","MF-LTGBY-RT","FR",2013-09-01,0.0249,"France","#ED2939","#002395"
"962","M","NSA","NAP","MF-LTGBY-RT","FR",2013-10-01,0.0239,"France","#ED2939","#002395"
"963","M","NSA","NAP","MF-LTGBY-RT","FR",2013-11-01,0.0227,"France","#ED2939","#002395"
"964","M","NSA","NAP","MF-LTGBY-RT","FR",2013-12-01,0.0233,"France","#ED2939","#002395"
"965","M","NSA","NAP","MF-LTGBY-RT","FR",2014-01-01,0.0238,"France","#ED2939","#002395"
"966","M","NSA","NAP","MF-LTGBY-RT","FR",2014-02-01,0.0225,"France","#ED2939","#002395"
"967","M","NSA","NAP","MF-LTGBY-RT","FR",2014-03-01,0.0215,"France","#ED2939","#002395"
"968","M","NSA","NAP","MF-LTGBY-RT","FR",2014-04-01,0.0203,"France","#ED2939","#002395"
"969","M","NSA","NAP","MF-LTGBY-RT","FR",2014-05-01,0.0184,"France","#ED2939","#002395"
"970","M","NSA","NAP","MF-LTGBY-RT","FR",2014-06-01,0.0171,"France","#ED2939","#002395"
"971","M","NSA","NAP","MF-LTGBY-RT","FR",2014-07-01,0.0156,"France","#ED2939","#002395"
"972","M","NSA","NAP","MF-LTGBY-RT","FR",2014-08-01,0.0141,"France","#ED2939","#002395"
"973","M","NSA","NAP","MF-LTGBY-RT","FR",2014-09-01,0.0135,"France","#ED2939","#002395"
"974","M","NSA","NAP","MF-LTGBY-RT","FR",2014-10-01,0.0126,"France","#ED2939","#002395"
"975","M","NSA","NAP","MF-LTGBY-RT","FR",2014-11-01,0.0114,"France","#ED2939","#002395"
"976","M","NSA","NAP","MF-LTGBY-RT","FR",2014-12-01,0.0092,"France","#ED2939","#002395"
"977","M","NSA","NAP","MF-LTGBY-RT","FR",2015-01-01,0.0067,"France","#ED2939","#002395"
"978","M","NSA","NAP","MF-LTGBY-RT","FR",2015-02-01,0.006,"France","#ED2939","#002395"
"979","M","NSA","NAP","MF-LTGBY-RT","FR",2015-03-01,0.0051,"France","#ED2939","#002395"
"980","M","NSA","NAP","MF-LTGBY-RT","FR",2015-04-01,0.0044,"France","#ED2939","#002395"
"981","M","NSA","NAP","MF-LTGBY-RT","FR",2015-05-01,0.0089,"France","#ED2939","#002395"
"982","M","NSA","NAP","MF-LTGBY-RT","FR",2015-06-01,0.012,"France","#ED2939","#002395"
"983","M","NSA","NAP","MF-LTGBY-RT","FR",2015-07-01,0.0111,"France","#ED2939","#002395"
"984","M","NSA","NAP","MF-LTGBY-RT","FR",2015-08-01,0.0101,"France","#ED2939","#002395"
"985","M","NSA","NAP","MF-LTGBY-RT","FR",2015-09-01,0.01,"France","#ED2939","#002395"
"986","M","NSA","NAP","MF-LTGBY-RT","FR",2015-10-01,0.0087,"France","#ED2939","#002395"
"987","M","NSA","NAP","MF-LTGBY-RT","FR",2015-11-01,0.0088,"France","#ED2939","#002395"
"988","M","NSA","NAP","MF-LTGBY-RT","FR",2015-12-01,0.0093,"France","#ED2939","#002395"
"989","M","NSA","NAP","MF-LTGBY-RT","FR",2016-01-01,0.0084,"France","#ED2939","#002395"
"990","M","NSA","NAP","MF-LTGBY-RT","FR",2016-02-01,0.0059,"France","#ED2939","#002395"
"991","M","NSA","NAP","MF-LTGBY-RT","FR",2016-03-01,0.0051,"France","#ED2939","#002395"
"992","M","NSA","NAP","MF-LTGBY-RT","FR",2016-04-01,0.0051,"France","#ED2939","#002395"
"993","M","NSA","NAP","MF-LTGBY-RT","FR",2016-05-01,0.0051,"France","#ED2939","#002395"
"994","M","NSA","NAP","MF-LTGBY-RT","FR",2016-06-01,0.0039,"France","#ED2939","#002395"
"995","M","NSA","NAP","MF-LTGBY-RT","FR",2016-07-01,0.0017,"France","#ED2939","#002395"
"996","M","NSA","NAP","MF-LTGBY-RT","FR",2016-08-01,0.0015,"France","#ED2939","#002395"
"997","M","NSA","NAP","MF-LTGBY-RT","FR",2016-09-01,0.0018,"France","#ED2939","#002395"
"998","M","NSA","NAP","MF-LTGBY-RT","FR",2016-10-01,0.0033,"France","#ED2939","#002395"
"999","M","NSA","NAP","MF-LTGBY-RT","FR",2016-11-01,0.0067,"France","#ED2939","#002395"
"1000","M","NSA","NAP","MF-LTGBY-RT","FR",2016-12-01,0.0075,"France","#ED2939","#002395"
"1001","M","NSA","NAP","MF-LTGBY-RT","FR",2017-01-01,0.0086,"France","#ED2939","#002395"
"1002","M","NSA","NAP","MF-LTGBY-RT","FR",2017-02-01,0.0103,"France","#ED2939","#002395"
"1003","M","NSA","NAP","MF-LTGBY-RT","FR",2017-03-01,0.0102,"France","#ED2939","#002395"
"1004","M","NSA","NAP","MF-LTGBY-RT","FR",2017-04-01,0.0088,"France","#ED2939","#002395"
"1005","M","NSA","NAP","MF-LTGBY-RT","FR",2017-05-01,0.0081,"France","#ED2939","#002395"
"1006","M","NSA","NAP","MF-LTGBY-RT","FR",2017-06-01,0.0066,"France","#ED2939","#002395"
"1007","M","NSA","NAP","MF-LTGBY-RT","FR",2017-07-01,0.0084,"France","#ED2939","#002395"
"1008","M","NSA","NAP","MF-LTGBY-RT","FR",2017-08-01,0.0071,"France","#ED2939","#002395"
"1009","M","NSA","NAP","MF-LTGBY-RT","FR",2017-09-01,0.007,"France","#ED2939","#002395"
"1010","M","NSA","NAP","MF-LTGBY-RT","FR",2017-10-01,0.0081,"France","#ED2939","#002395"
"1011","M","NSA","NAP","MF-LTGBY-RT","FR",2017-11-01,0.0072,"France","#ED2939","#002395"
"1012","M","NSA","NAP","MF-LTGBY-RT","FR",2017-12-01,0.0067,"France","#ED2939","#002395"
"1013","M","NSA","NAP","MF-LTGBY-RT","FR",2018-01-01,0.0085,"France","#ED2939","#002395"
"1014","M","NSA","NAP","MF-LTGBY-RT","FR",2018-02-01,0.0098,"France","#ED2939","#002395"
